img_ids,height,width
844951,800,533
49295,640,503
446672,479,640
847306,600,800
7488,640,480
196084,636,602
398185,427,640
185675,330,640
260251,343,610
600906,640,400
811929,424,640
323808,513,640
479269,640,515
863783,640,800
912121,794,598
855689,550,789
657099,640,430
783475,525,560
67649,417,480
186857,419,400
30408,450,600
661007,546,640
316199,424,640
419816,627,433
575668,415,640
426099,432,640
461536,640,409
440468,558,640
564086,390,633
518389,640,441
512622,427,640
371545,508,640
632544,396,640
52376,480,640
798039,492,640
924115,456,742
1391,640,480
160445,600,400
323101,423,640
300795,640,561
740238,522,720
711721,640,494
545210,640,427
829011,477,720
224980,427,640
887452,533,800
6317,640,480
673589,480,720
562320,535,720
536559,429,639
18189,640,480
641357,486,640
809734,720,482
349157,640,479
32967,485,640
698947,578,720
738669,463,640
165643,512,640
788604,662,506
667080,480,720
771633,550,720
49133,640,624
936814,533,792
770230,540,720
460056,413,620
638492,535,720
331037,640,424
132950,397,640
209300,640,582
120884,456,640
783140,640,430
269917,640,529
671618,427,640
648727,480,640
570581,640,512
851554,800,500
652790,502,720
355889,272,640
644654,640,426
315423,512,640
846630,480,640
40772,482,640
610548,382,640
570333,640,460
826140,563,640
710501,400,600
197529,486,640
354271,640,480
29919,640,570
797520,640,425
328447,517,640
118142,389,640
483012,437,640
682625,521,640
575396,477,632
408764,640,512
888077,541,800
803608,617,640
791509,720,543
633439,291,384
183085,640,640
221834,430,640
927805,533,800
197411,600,404
196285,640,473
436545,439,640
2920,480,640
393643,700,465
935907,538,800
576477,481,720
673629,539,640
674397,427,640
896919,800,683
824106,486,670
491715,428,640
588424,640,442
733909,596,720
771889,400,600
153982,425,640
714677,640,290
283643,640,434
110307,474,630
913333,401,640
757803,572,720
933076,800,800
257111,382,639
765325,426,640
3079,480,640
62840,391,640
92261,480,640
33454,425,640
16393,430,640
482899,640,450
21358,631,640
815757,511,720
226758,451,640
8979,640,480
403934,509,700
362093,640,576
262829,401,600
785476,514,720
509815,640,640
435283,467,640
769862,370,640
91906,350,568
295810,640,497
115350,610,610
262137,512,640
246199,631,420
632238,480,640
762506,640,427
742133,640,499
409283,250,375
175806,640,530
321975,427,640
55026,517,480
762331,427,640
423274,640,391
923200,600,800
337392,640,461
569426,640,560
52660,427,640
242536,422,640
120244,473,640
529093,421,640
196388,640,427
466417,427,640
262722,493,640
920938,618,800
199337,640,489
912706,531,800
917091,621,700
720177,509,640
373232,300,200
39412,280,640
785678,597,720
527072,480,640
913371,611,800
35559,480,640
126261,640,497
923756,800,536
785899,720,577
165454,428,572
48371,480,640
167956,431,640
198349,480,640
73260,511,600
585683,640,610
517310,640,426
404007,433,640
955001,800,800
138714,640,422
167047,513,640
944418,533,800
726071,640,429
709133,478,720
86027,470,640
664331,720,688
129213,640,427
743752,511,720
351895,426,640
423713,427,640
785693,720,481
46463,640,512
225147,440,640
735402,720,720
598152,454,640
262450,480,640
903509,750,698
780000,464,640
274541,426,640
581065,512,640
840438,678,800
434372,480,640
669802,367,640
415145,512,640
103148,427,640
278812,480,640
305957,640,507
139338,400,640
713960,640,555
167500,640,427
940152,575,750
593804,413,640
680472,640,447
4086,480,640
515549,498,640
576759,480,529
108091,460,312
843849,456,700
102537,428,640
178969,441,640
328373,600,600
54727,300,400
123108,451,640
319993,640,475
481980,480,640
157600,640,640
534601,640,510
497414,428,640
319798,434,640
532120,594,640
869696,596,800
537792,640,425
395167,640,498
407628,640,393
335058,432,640
42981,633,422
758151,700,507
676603,640,551
676457,512,640
386254,482,640
419325,448,640
938557,483,800
635439,640,640
132782,640,640
3890,427,640
96063,428,640
71294,427,640
179777,427,640
770249,403,720
650062,720,720
11291,427,640
414650,480,640
320981,427,640
174900,550,391
311468,513,640
477776,398,640
690497,490,720
914112,710,800
491115,640,452
537456,427,640
103826,377,640
78700,640,640
34153,419,600
268897,523,640
932640,650,800
203084,400,600
661561,630,504
376519,529,640
522674,640,443
22304,480,640
693097,514,720
4517,480,640
429544,640,428
397708,482,640
664744,539,720
908295,640,800
849121,449,770
166392,640,427
168126,480,640
799038,478,640
690947,595,720
128494,640,640
98013,640,640
896219,533,800
517604,640,480
887528,533,800
916900,533,800
28706,640,548
939426,800,481
241718,478,640
317686,532,720
19901,482,640
505116,540,642
308164,457,640
505354,450,640
662084,471,640
239625,547,640
609306,476,640
240509,429,639
210732,500,640
673127,467,640
258006,463,576
884538,609,800
664827,427,640
543259,640,428
180837,640,481
945560,800,800
53072,640,480
638859,427,640
10770,483,640
723001,640,549
165167,449,640
135709,433,640
315725,433,640
516426,640,428
438011,621,525
55073,480,640
55701,427,640
502067,433,640
70919,428,640
14420,360,216
778381,540,720
497465,640,426
944729,531,800
914808,800,800
171193,640,557
862375,533,800
398497,445,640
666344,518,720
754606,494,720
188250,434,640
928349,533,800
288621,476,340
429251,447,640
562099,426,640
488314,438,640
706170,600,400
137660,640,449
838075,427,640
13399,540,534
16629,482,600
382533,413,640
645332,528,720
805383,640,558
310593,573,640
542498,640,486
544252,463,640
155265,427,640
3379,640,480
121289,480,640
297704,640,571
656981,317,630
796235,640,574
149884,468,620
240060,427,640
81744,640,480
887723,686,785
716634,480,720
481440,640,427
609850,547,493
171945,427,640
235607,485,363
864219,533,800
799215,640,391
199069,454,640
109488,459,640
486459,456,640
204700,556,628
411600,403,445
199521,629,640
190484,423,640
159762,426,640
763163,601,640
176255,293,610
647606,640,495
199347,508,640
612371,375,500
749406,392,640
856043,586,800
707132,427,640
892523,800,533
501481,426,640
916247,533,800
156539,640,519
135136,556,640
192745,397,640
151517,427,640
96373,620,496
526123,409,640
105478,640,501
593675,640,399
729142,537,640
61870,436,640
73715,505,639
710936,640,427
166919,488,640
427516,417,625
274777,295,213
782538,530,720
51321,480,640
501895,480,640
112000,419,640
238898,396,640
494498,532,640
710195,457,640
164445,367,640
337822,286,441
198116,567,640
736580,543,640
190993,631,640
782478,485,720
459780,640,416
587819,640,519
343043,464,622
75233,426,640
230526,480,640
580776,640,512
134894,616,532
442704,527,640
919701,665,800
26008,369,640
546733,427,640
143748,567,640
279631,425,640
25805,181,271
625624,640,512
939691,799,800
42239,406,640
581707,640,427
278373,427,640
102257,638,613
333595,640,428
94612,640,465
299720,640,482
164617,640,355
870326,369,751
927724,550,800
13110,640,480
88414,640,512
770015,366,640
882874,800,605
372172,418,640
843177,800,650
39829,400,592
637883,554,720
836158,760,507
366213,400,640
508010,512,640
4054,480,640
47597,452,356
63182,455,640
679757,425,633
282051,640,640
663419,427,640
627491,640,424
70803,640,470
570632,519,640
279856,640,511
134806,614,507
941009,800,759
853507,800,576
304077,459,640
229062,384,640
19676,433,640
17646,480,640
803088,511,720
229253,512,640
405962,571,640
505699,676,720
617754,456,640
156460,426,640
312761,640,427
502122,640,480
794760,720,569
177968,530,640
418869,479,622
523496,322,640
786112,480,720
782694,465,720
923061,600,800
180657,640,469
357127,640,578
347418,466,629
897651,597,797
92240,640,480
70087,640,585
870741,800,800
745570,720,513
581166,429,640
713223,682,561
63912,480,640
49853,480,640
946468,800,644
949639,800,533
935738,800,640
139556,420,640
596867,425,640
282283,640,640
190180,479,640
922522,800,641
845672,533,800
408168,478,640
130327,516,640
298614,640,567
9485,640,442
239429,640,477
814067,720,697
780224,427,640
897351,427,718
479155,419,630
674870,720,487
50323,616,443
391675,514,640
221537,559,636
521235,600,400
188882,545,640
446496,424,640
685416,512,720
393487,640,444
236023,640,512
938357,533,800
502312,554,640
757329,468,720
146317,424,640
203301,411,640
251943,426,640
192567,384,480
255186,406,640
777549,483,720
20504,480,640
851824,532,800
121243,640,553
152330,493,640
199397,640,462
743970,423,640
7038,480,640
458688,700,700
32987,459,640
742854,510,720
13420,584,328
173029,640,412
244042,513,638
796820,640,640
422343,462,640
599949,435,640
677016,590,711
899630,533,800
79684,464,580
241943,635,418
346264,426,640
396444,451,640
249659,348,500
680602,640,425
552142,432,640
930279,533,800
163319,506,640
534222,461,640
129282,427,640
553839,640,427
676434,381,640
338272,640,640
38175,600,434
743266,501,720
596495,640,442
569399,451,640
621902,429,640
665822,385,480
264548,480,640
760813,480,720
358769,341,522
420903,640,481
769894,459,640
466922,640,427
355896,480,640
669687,547,637
847393,502,800
365956,462,640
854305,630,800
413454,459,640
394256,640,393
304768,485,640
60906,458,635
256146,318,640
385415,640,488
382206,454,720
684554,720,474
153551,466,640
30775,631,573
635605,626,720
407499,450,635
855800,559,800
777237,468,720
863989,532,800
727157,720,513
836900,533,800
353456,593,640
597438,640,427
687124,480,504
906749,531,800
262284,480,640
720245,640,412
801295,640,427
835916,533,800
325901,486,591
38852,640,427
3261,480,640
78182,511,640
391659,640,391
770830,694,543
408892,640,427
53101,435,580
196193,380,640
547596,640,640
733903,576,675
482045,640,427
387746,427,640
763664,640,522
433536,446,640
45471,640,497
670463,427,640
260586,640,513
564267,600,338
756032,700,462
142181,480,640
13357,484,640
349502,512,640
69317,389,626
828690,640,427
927559,800,541
316843,335,640
161565,427,640
154417,496,640
698931,482,720
945409,533,800
147219,640,512
808132,720,480
237407,600,400
2547,640,480
195201,606,640
724243,640,545
274921,640,500
239221,640,411
177172,491,640
110503,426,568
482376,640,427
208112,427,640
150573,319,640
282201,427,640
764588,640,640
764617,631,640
570823,640,490
273187,498,640
886835,800,533
175793,640,512
757568,657,720
492474,345,640
765363,545,720
5941,480,640
732628,427,640
46153,638,470
825658,720,480
412695,512,640
318830,527,640
952942,530,800
282555,610,493
131361,600,639
279121,640,423
476149,590,577
184775,480,640
856965,800,533
38937,640,442
934026,438,800
446101,480,720
230373,504,640
136664,357,640
655620,720,551
92546,481,640
144829,380,640
579732,640,457
950569,533,800
933355,542,800
863372,500,399
638988,493,640
757775,462,640
278086,430,600
651634,720,720
823086,640,438
549643,593,640
6046,480,640
806761,423,640
16759,339,640
390769,427,640
307940,459,640
505108,690,720
328200,411,640
382085,640,427
6721,480,640
599952,514,640
341659,427,640
342710,380,380
776579,455,675
84607,640,512
923208,786,608
420144,427,640
698606,720,553
225010,452,640
252151,640,443
398052,464,720
337369,640,417
509369,424,640
106647,640,553
382950,426,639
887684,800,533
475308,512,640
167488,456,640
843223,800,531
440499,400,600
634400,720,520
782376,640,640
94620,480,640
671092,480,720
801102,720,569
4678,480,640
242084,423,640
514049,427,640
150610,482,640
480189,640,430
118257,480,640
445401,480,640
945899,626,800
354674,640,480
263855,640,591
638544,508,720
801549,430,640
69580,512,640
941729,534,800
925911,468,700
328227,465,640
875104,790,800
199247,640,566
926478,800,600
7386,480,640
637091,640,500
879035,649,800
592566,415,622
582092,493,640
736582,427,640
192437,640,426
507237,90,120
9600,640,480
564248,600,396
400591,500,640
901091,533,800
944912,533,800
441092,640,640
234058,459,640
951505,800,534
68226,640,640
277136,424,640
707008,450,640
110374,640,493
836128,533,800
16739,426,600
28788,288,432
943643,800,640
56006,495,640
710220,640,506
268382,620,524
67314,630,500
773958,428,640
9196,480,640
680242,533,640
170470,405,640
906864,750,498
664698,424,640
557000,438,640
899527,540,800
874632,750,500
211900,425,638
793795,640,451
903398,533,800
307986,576,640
905264,582,800
433562,640,425
956683,618,800
941356,533,800
619448,640,421
94058,525,350
761422,499,720
172293,480,640
652236,514,720
239552,427,640
446614,600,419
308843,640,427
374984,640,480
784554,720,469
37654,450,308
780190,720,540
769226,507,720
552148,632,640
298550,640,640
857506,463,800
824693,396,640
158729,360,640
566601,391,640
772305,493,720
886470,574,800
8675,640,480
268855,426,640
434635,450,600
474584,456,640
402429,365,500
911043,541,800
619112,515,640
618665,375,500
772047,720,599
13462,640,480
244961,427,640
844786,594,800
231280,426,640
163036,427,640
545528,485,640
119008,454,640
544751,487,720
171342,427,640
471155,519,640
782347,720,482
75104,600,419
103995,638,349
695226,457,640
776334,428,640
625025,640,427
825684,720,480
559994,480,640
534486,426,640
126297,437,640
244497,314,640
306,480,640
26991,426,640
321835,640,432
933208,704,528
757459,413,700
767295,595,720
628019,415,623
406019,640,433
753798,441,636
505602,508,720
16222,405,540
629494,680,589
819466,714,720
628236,550,380
367901,495,640
470961,640,512
919911,795,795
570017,640,457
577335,600,402
195940,457,640
943195,798,672
778444,427,640
901162,518,800
19984,485,625
607481,640,427
21951,480,640
362437,424,640
912560,372,800
477632,434,640
782116,460,640
209341,480,640
455020,640,427
850007,526,791
123306,400,640
942508,514,800
616229,244,636
369771,446,640
488993,512,604
43983,640,640
522725,640,428
369453,467,640
2850,640,480
379860,374,640
426361,572,640
893848,560,700
661246,411,608
364398,426,640
248433,427,640
672768,543,708
854118,800,533
813134,640,640
422578,484,416
362736,377,640
31823,432,640
66693,512,640
45444,527,388
823837,457,640
910909,533,800
710269,640,487
486508,426,640
390138,640,531
86418,361,640
898497,533,800
178652,480,640
868591,704,704
669922,609,640
483956,422,640
127948,480,640
537735,575,635
255419,427,640
933187,800,586
451881,720,576
711716,640,408
555045,427,640
9067,640,480
113996,480,640
843381,531,800
113701,457,640
531809,427,640
693699,720,720
376277,426,640
677155,480,640
401401,500,640
516826,640,534
66354,640,480
36297,423,640
848267,479,638
8743,640,480
761207,539,720
882709,800,751
93428,490,500
829472,427,640
16760,640,640
434389,640,535
562274,466,640
477666,640,493
907193,800,536
542855,640,475
880311,800,531
734640,483,640
559319,690,720
67619,439,640
96538,427,640
868536,700,497
455991,630,640
184160,427,640
272432,480,640
241824,426,640
581846,427,640
650817,463,720
859211,492,800
14450,480,640
775887,555,640
349495,427,640
51656,388,600
627703,640,568
93541,606,640
132522,512,640
439768,640,480
855519,524,780
840707,546,800
834743,514,800
85284,462,640
824957,720,447
475495,425,616
468327,512,640
430471,640,445
285603,396,355
105773,640,427
435426,462,720
470868,459,640
358674,640,427
425658,480,640
2041,640,480
900899,641,800
857262,670,512
490642,640,567
599783,530,640
104848,411,640
706143,720,487
3644,640,480
532229,640,512
653439,457,720
852709,800,593
803355,720,481
259777,640,487
836336,399,600
786922,473,720
7024,480,640
503528,540,720
426113,541,640
741089,480,720
593603,640,428
746138,622,640
296377,640,453
23839,640,463
685076,700,293
63078,180,270
574547,640,385
814810,427,640
144625,640,479
6428,480,640
58494,482,640
938203,722,800
930636,300,800
446205,450,573
350519,470,640
919184,700,545
627370,434,640
17514,477,500
277265,400,640
476421,428,640
37335,543,640
72435,523,639
77692,425,640
450496,640,640
788854,457,685
423891,427,640
570041,640,492
540062,464,640
773796,475,720
411935,222,640
471079,512,640
63040,640,525
212153,640,427
906530,616,800
591602,640,576
916953,533,800
767869,546,720
161938,584,459
114428,241,640
45167,640,640
943491,573,800
11075,523,640
723604,407,720
45692,268,360
743655,475,720
661402,700,475
934790,800,533
51606,640,559
926148,800,532
322784,480,640
728689,447,640
93093,520,640
578448,640,426
641869,384,720
25127,375,500
49417,455,600
160555,480,640
9128,640,427
911765,800,547
942686,640,800
933113,553,790
43769,477,576
467256,640,479
627887,433,640
525125,427,640
491483,432,640
470750,428,640
16939,479,640
900142,533,800
545041,545,720
627888,640,455
402210,480,640
67364,640,437
52738,640,522
954143,800,733
467413,640,534
607077,442,640
106188,487,640
601241,472,640
303720,355,473
333791,427,640
255491,336,383
495606,413,640
532598,640,640
472960,386,640
538743,480,640
557043,528,400
517973,482,640
379579,631,458
7976,480,640
444704,449,640
479812,233,640
503391,636,477
257997,640,503
72254,640,480
808320,482,720
649230,720,547
764176,457,640
267930,640,480
794176,640,495
921049,571,800
58354,495,640
525842,521,640
33350,640,480
777530,436,640
58642,480,640
537992,475,640
449785,480,720
783851,629,640
235889,640,426
816059,612,720
669884,373,560
875522,799,800
757298,482,720
89850,480,640
781902,458,640
454979,424,640
770568,523,714
217115,263,640
272007,348,375
942718,532,800
765952,640,480
310501,480,640
555370,638,439
632697,640,639
941552,800,597
787304,479,720
126767,640,584
3235,640,480
427029,597,640
722039,427,640
756781,670,479
863412,534,800
696902,442,640
29740,447,640
950480,800,540
232781,427,640
359304,461,640
653333,501,580
268686,480,640
822643,720,507
40496,576,432
540149,640,550
742829,480,720
97901,480,640
15140,635,478
938849,506,800
353388,476,640
933343,471,750
688063,640,454
38877,640,638
35661,640,640
290279,640,455
243083,640,526
132002,398,640
419469,640,501
775377,452,720
903558,641,720
88928,478,639
772653,720,576
671478,487,720
570467,401,640
261113,450,640
179389,383,640
253782,480,640
523532,433,640
289673,427,640
411415,413,640
282739,575,424
353740,428,640
376719,640,332
110477,575,640
24389,600,368
319548,413,640
437726,640,446
957193,649,800
388584,590,720
122657,480,640
432439,313,640
695080,518,640
5383,640,480
751746,482,720
132264,499,640
342600,468,640
440248,431,640
267666,640,429
867890,661,800
832324,554,720
339848,426,640
2819,480,640
712133,640,542
803614,640,427
310396,485,636
608915,427,640
270405,640,551
299605,640,386
132978,468,640
776335,459,640
593385,435,640
917986,700,454
559088,640,427
83072,336,435
818402,488,720
854446,800,533
277530,480,640
906674,533,800
756526,700,565
904116,600,800
359864,640,421
230318,640,640
739598,720,492
397426,427,640
420143,426,640
209497,640,434
549554,436,640
692840,465,620
619660,640,439
809863,720,720
693126,720,487
436483,465,640
445305,427,640
710068,373,640
459976,640,475
108007,467,423
897712,574,800
897011,628,800
479207,432,640
763765,419,640
237265,640,480
686922,489,650
771506,479,720
30742,640,514
420487,428,640
903571,800,600
552986,640,429
482492,396,640
68181,640,331
171918,439,640
412308,640,465
943858,467,700
713542,464,720
81907,640,426
166324,480,640
104691,640,337
67453,469,623
19846,384,640
254608,480,640
155499,427,640
298853,640,622
902302,469,700
73796,494,640
226532,523,640
237161,500,414
305671,640,427
423066,161,640
377219,640,549
494619,640,510
160356,464,640
92663,480,640
625442,564,640
31004,640,486
749547,640,536
67403,502,540
11425,420,630
922597,536,800
18763,516,640
159170,492,640
101195,640,480
478728,433,640
542633,640,429
427588,640,409
521620,426,640
897819,535,750
911262,423,800
471805,488,630
554072,483,631
501328,630,563
287909,427,640
359580,420,633
675936,640,428
7199,427,640
891788,560,800
777456,425,640
333052,462,308
192425,640,480
786889,720,480
850923,537,794
257495,640,480
849790,509,700
570456,640,278
184029,555,640
16172,630,480
336933,551,640
93047,600,450
818760,640,401
89046,230,306
270298,600,500
497751,436,650
46660,600,400
754802,479,720
908741,486,700
423387,407,640
956302,800,558
616758,630,476
102666,484,640
864298,745,800
563762,720,576
937953,418,740
827627,598,640
698369,640,568
743582,580,320
596650,409,640
136119,640,443
594068,458,640
357285,426,640
36843,640,636
904875,534,800
34380,480,639
44341,640,480
580946,532,627
356261,480,640
439727,275,638
337759,576,432
192444,480,640
433629,640,480
938414,430,800
614216,640,550
83604,449,640
909449,800,533
13781,427,640
810707,480,720
948550,532,800
928269,531,800
528095,637,640
855573,574,800
54046,480,640
523200,423,640
69750,600,443
948660,519,800
240511,480,640
586490,512,640
866422,768,591
743297,720,576
234601,392,640
865100,546,797
211871,634,640
597554,480,640
502606,512,640
89333,640,512
339098,636,551
30516,540,640
248228,640,529
237922,585,640
639025,428,640
575977,427,640
10401,640,542
376496,640,397
154631,399,600
584250,451,640
955475,643,800
889911,533,800
303483,575,575
62726,443,640
10828,479,453
434510,640,640
653364,298,720
635869,448,720
585737,640,519
756472,720,720
511793,640,451
854947,548,800
257423,506,640
288398,480,640
9586,363,519
585577,449,640
896102,574,750
241008,600,399
756084,480,720
260214,421,640
483821,553,640
54970,453,570
331493,640,427
320242,600,400
642739,640,434
743701,720,570
504261,626,720
652134,635,640
812986,640,574
953955,606,800
8276,480,640
197413,372,640
853963,800,617
204780,480,640
161232,444,640
829959,440,640
687084,370,493
806507,720,720
840147,551,800
503646,720,421
724203,480,640
934358,426,640
671933,640,484
622500,640,604
431666,640,480
303073,640,640
520504,584,480
87016,399,640
943762,505,800
735459,720,442
648622,569,720
476429,356,475
468993,427,640
468630,640,426
785822,480,720
584136,640,427
70714,480,640
19893,640,352
837757,600,438
580786,442,640
257129,640,464
309650,493,640
168195,509,530
101850,600,509
764434,417,640
293469,427,640
35916,426,640
744263,427,640
440279,640,504
287762,608,427
271357,640,469
806858,710,512
504092,640,475
732264,720,480
497337,581,600
801174,477,640
514303,426,639
140540,431,500
344200,438,640
249395,466,638
120135,363,622
640661,576,720
523259,640,458
233388,427,640
851240,580,800
658210,640,482
160226,640,480
54992,350,500
759136,670,720
449956,640,428
296993,600,450
61379,480,640
561611,427,640
84550,480,640
183926,427,640
290050,427,640
132849,610,410
658729,480,640
403100,720,720
149882,368,440
623029,383,640
200271,640,426
859509,508,800
818329,482,720
878971,750,800
574439,480,640
936248,640,427
517071,626,476
89290,620,413
46596,408,640
135207,480,640
621348,630,420
256450,449,640
481826,435,640
552751,479,640
856307,583,800
542753,480,640
676589,640,435
257902,546,640
24173,466,350
501113,480,640
51980,480,640
826870,405,720
140897,480,640
862186,473,800
614966,640,480
825311,480,640
344408,432,640
429195,640,480
475256,479,639
490970,640,427
833349,466,700
852708,800,786
261127,471,640
58358,640,486
445029,720,259
167269,418,640
41067,400,329
526769,401,640
757979,506,720
383817,474,640
608904,640,418
19596,441,640
923812,402,800
237415,640,494
954141,800,494
51629,427,640
13352,478,630
678028,480,640
904610,588,800
625387,568,640
379341,580,511
84010,403,640
656284,640,364
461052,480,640
253264,428,640
769805,427,640
663403,457,640
369228,430,640
713192,426,640
631094,640,461
511376,600,600
349380,453,620
326874,495,640
618949,457,640
640821,450,632
307468,640,618
215286,512,640
58411,359,640
84503,610,458
90181,518,580
695717,504,700
189153,640,481
42706,620,363
897237,800,533
956722,800,532
309212,504,640
35885,480,640
343795,428,640
723697,720,483
831851,467,700
632886,302,720
209204,425,640
282882,483,640
21392,516,640
759878,640,445
769301,597,720
868793,800,545
101738,460,640
7796,640,480
128461,512,640
75253,640,504
35313,436,640
952040,800,534
465227,560,375
110520,573,640
882033,533,800
784919,710,474
50217,550,412
816871,640,427
6435,427,640
625247,640,480
287617,640,640
928700,562,800
836902,569,800
635063,494,640
161316,480,640
897029,555,800
9990,449,640
819627,720,482
321010,640,548
608916,450,600
806689,520,720
659227,426,640
655313,640,640
810767,327,700
718947,485,720
322881,639,479
600741,465,640
61353,640,520
153729,334,500
75937,542,640
431260,328,640
736712,613,639
457386,424,640
333769,480,720
42872,480,640
713682,480,635
7120,480,640
435208,508,635
342958,303,640
579398,503,640
870496,800,533
517789,475,640
750620,640,526
300462,480,640
861236,800,675
722174,500,640
451823,720,483
38055,330,440
85426,400,600
198627,512,640
167633,400,640
928703,667,700
113476,312,624
726050,720,578
856118,634,800
16745,583,640
183533,506,640
671969,425,640
788098,640,640
845559,582,800
53956,414,615
118173,424,635
943874,686,800
380694,584,480
30535,552,640
70721,640,640
750008,427,640
570299,537,640
626169,404,640
932007,536,800
27204,480,640
777989,427,640
887876,800,533
656316,425,637
294545,497,640
740198,456,700
15911,485,640
5835,480,640
163062,497,480
177674,640,548
765585,479,720
23027,640,484
823133,640,580
165877,480,640
294112,455,639
902732,533,800
391237,640,529
99368,616,620
622935,440,640
529310,640,559
693828,720,581
829191,475,640
307792,600,435
104975,640,485
566554,405,640
304792,480,640
935690,459,689
922540,800,533
780010,640,488
437570,412,336
948001,533,800
813283,640,607
613094,427,640
148913,427,640
609289,640,458
672120,354,640
278727,379,640
703710,479,720
857227,800,693
582436,640,334
610205,480,640
237036,568,627
942716,579,752
860784,775,517
745420,480,720
683899,720,720
913890,700,560
682998,484,691
773787,504,720
530818,640,512
469227,210,280
644589,479,639
752444,380,720
7143,480,640
610471,640,569
308360,600,479
703454,480,720
144152,267,400
373167,640,533
593435,640,495
946121,800,577
8963,480,640
679288,600,400
915911,629,800
949670,462,800
847237,683,800
339142,640,441
230496,640,640
444449,720,465
372305,640,438
849711,582,800
245965,640,640
93109,640,640
776408,704,704
343638,461,640
470641,502,640
7227,480,640
819252,720,540
716997,638,720
369546,427,640
62329,480,640
161036,246,640
442342,403,605
830437,720,629
67487,473,620
669951,586,640
618367,640,602
338282,478,640
50330,572,324
772055,482,720
40983,630,504
829441,617,640
285469,480,640
894109,533,800
354291,640,640
858531,800,701
724264,640,640
928777,487,800
101699,548,540
422474,433,640
400706,720,479
10124,640,619
848338,489,800
732442,512,640
94915,600,513
836764,800,536
830471,681,720
795039,567,720
771516,720,408
811141,400,600
22490,640,483
778099,640,427
915809,750,522
936989,640,800
43421,418,579
144297,434,640
134564,425,640
947218,701,749
501696,465,620
868111,600,800
75970,441,640
202480,640,511
431012,640,640
387091,549,720
68540,428,640
424379,470,640
483590,640,480
311517,507,640
936501,536,800
322385,640,427
743299,720,578
200286,458,640
824377,584,640
840817,537,800
163589,512,640
36691,420,640
579663,417,719
3849,480,640
641673,426,640
332168,427,640
150971,483,640
13471,320,240
705271,521,720
436837,631,640
812129,418,633
781383,290,640
922235,800,786
44334,599,640
518373,439,640
93169,640,640
950905,533,800
502375,428,640
214872,496,640
596630,640,610
757349,428,640
728383,640,427
581631,600,465
580275,428,640
78297,640,462
669870,640,425
787200,485,700
110391,480,640
138717,640,320
930533,533,800
217858,640,457
7196,480,640
694333,426,640
886468,530,800
824653,640,431
21962,640,506
268178,640,573
583344,407,640
111703,640,480
387706,427,640
493799,314,640
804185,503,640
849745,546,800
743445,493,720
247266,640,460
34497,480,640
126057,601,476
808764,720,477
190332,321,622
802379,480,720
271307,640,517
930388,530,795
410629,640,614
154965,401,600
647954,640,640
610372,514,640
619750,390,640
840842,688,713
477150,640,640
313963,640,480
546909,520,640
232606,457,640
921816,750,520
186392,427,640
851033,700,465
799445,720,480
671294,640,254
462873,635,640
770077,428,640
211697,452,640
942274,600,800
502247,434,640
525366,640,430
94897,450,600
616688,434,640
840761,460,800
568219,531,640
860816,436,700
216908,640,504
665058,710,710
396509,640,427
914245,800,533
758379,640,512
94934,640,405
209042,500,640
151982,401,601
340368,447,640
661396,507,720
935559,600,800
311903,333,500
550952,428,640
566560,640,561
61649,608,406
933120,530,800
685748,455,638
1288,480,640
10290,480,360
743300,483,720
55718,525,640
782026,428,640
396734,562,640
653392,428,640
957614,800,533
409593,640,427
909646,485,800
358237,427,640
327763,640,382
851296,578,800
110360,620,502
818729,600,463
62371,640,433
594052,452,640
22226,510,640
697383,462,640
439008,363,640
524058,640,544
43109,440,640
750862,482,720
3572,427,640
760058,537,720
217539,640,427
143995,470,640
670478,639,479
833264,485,800
900148,459,800
820125,720,479
911733,580,800
107774,413,640
26923,435,632
785567,720,540
431920,427,640
142204,341,500
951597,439,800
544265,533,633
807359,398,640
517272,427,640
550980,640,472
829572,427,640
872605,495,800
704026,428,640
106818,640,432
244452,640,427
750006,640,433
198947,427,640
902980,450,800
833492,800,800
334735,409,640
247045,448,640
944687,800,550
563497,704,469
763280,720,532
513636,431,600
59234,512,640
372641,640,480
77850,480,561
220608,480,640
735156,660,530
439699,570,640
538903,563,640
232966,501,640
198632,486,640
126040,640,427
114067,486,640
414865,430,640
68135,560,640
342381,532,640
518320,640,426
85934,600,480
74072,596,640
906840,533,800
633772,640,411
835406,800,800
706127,428,640
9513,640,419
801165,640,449
691717,640,428
619355,640,427
828648,474,640
394369,527,640
222787,640,462
185454,427,640
820986,696,680
909121,533,800
594170,373,640
710152,640,640
110569,443,625
303683,600,600
403118,549,720
9655,640,518
587243,427,640
673485,639,636
357809,474,640
25075,367,550
881674,800,770
174907,537,640
465676,480,640
747242,492,720
35156,604,329
388617,640,640
139746,640,427
3417,480,640
97723,640,618
875224,546,800
325534,427,273
348583,634,422
478202,600,421
371312,450,450
424075,480,640
454332,622,640
219683,345,460
375885,640,640
58085,640,427
592815,640,468
605560,612,468
454339,498,640
19695,620,560
754150,480,720
14285,631,609
817947,640,469
398584,640,471
243557,360,640
282473,412,640
916479,800,507
84780,485,640
498763,720,720
919999,600,628
571962,435,640
484991,640,512
432867,489,638
7098,640,480
846140,533,800
246953,437,640
239517,480,640
152500,464,630
924988,800,533
69845,460,640
717329,640,428
637,480,640
788506,479,720
464061,480,640
837959,800,548
473643,640,428
439415,429,640
